City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
378,Hammerfest,NO,2021-10-22 06:47:49,70.6634,23.6821,35.33,69,40,18.41
379,Kulhudhuffushi,MV,2021-10-22 06:47:49,6.6221,73.07,79.99,81,100,4.79
380,Yar-Sale,RU,2021-10-22 06:47:50,66.8333,70.8333,30.76,84,100,9.28
381,Kununurra,AU,2021-10-22 06:47:50,-15.7667,128.7333,103.98,31,14,10.36
382,Luena,AO,2021-10-22 06:47:51,-11.7833,19.9167,70.77,79,85,1.74
383,Yaviza,PA,2021-10-22 06:47:51,8.1537,-77.6931,72.63,99,100,1.39
384,High Level,CA,2021-10-22 06:47:52,58.5169,-117.136,35.69,66,2,7.09
385,Inirida,CO,2021-10-22 06:47:52,3.8653,-67.9239,72.57,99,100,1.28
386,Pakokku,MM,2021-10-22 06:47:52,21.3333,95.1,87.19,64,99,6.6
387,Ust-Koksa,RU,2021-10-22 06:47:53,50.2696,85.6108,50.85,50,100,4.32
388,Pingzhuang,CN,2021-10-22 06:47:54,42.0372,119.2889,52.43,25,0,7.76
389,Omboue,GA,2021-10-22 06:47:54,-1.5746,9.2618,78.28,81,98,8.16
390,Lata,PT,2021-10-22 06:47:55,40.1629,-8.3327,50.41,91,0,3.89
391,Tuensang,IN,2021-10-22 06:47:55,26.2833,94.8333,71.33,90,59,3.51
392,Maarianhamina,AX,2021-10-22 06:47:55,60.0973,19.9348,40.86,65,75,13.8
393,Billings,US,2021-10-22 06:47:56,45.7833,-108.5007,51.57,50,20,0.0
394,Itarema,BR,2021-10-22 06:47:56,-2.9248,-39.9167,77.2,88,100,7.99
395,Bathsheba,BB,2021-10-22 06:47:57,13.2167,-59.5167,81.21,78,20,17.27
396,Amatenango Del Valle,MX,2021-10-22 06:47:57,16.5167,-92.45,55.04,95,100,3.36
397,Orlik,RU,2021-10-22 06:47:58,52.5178,99.825,41.45,28,15,0.45
398,Ancud,CL,2021-10-22 06:47:58,-41.8697,-73.8203,45.93,90,53,6.08
399,Aquiraz,BR,2021-10-22 06:47:58,-3.9014,-38.3911,83.21,70,92,7.29
400,Mahibadhoo,MV,2021-10-22 06:47:59,3.7833,72.9667,82.11,71,12,8.32
401,Ossora,RU,2021-10-22 06:47:59,59.2353,163.0719,19.15,75,2,4.81
402,Kormilovka,RU,2021-10-22 06:48:00,55.0026,74.1028,40.75,49,73,18.39
403,Ketchikan,US,2021-10-22 06:48:00,55.3422,-131.6461,49.77,81,100,9.08
404,Vilyuysk,RU,2021-10-22 06:48:01,63.7553,121.6247,32.97,86,100,5.28
405,Cap Malheureux,MU,2021-10-22 06:48:01,-19.9842,57.6142,81.09,67,14,5.99
406,Mandalgovi,MN,2021-10-22 06:48:02,45.7625,106.2708,44.47,23,100,10.54
407,Ondjiva,AO,2021-10-22 06:48:03,-17.0667,15.7333,75.96,18,69,6.6
408,Wukari,NG,2021-10-22 06:48:03,7.85,9.7833,76.62,88,86,2.48
409,Waingapu,ID,2021-10-22 06:48:04,-9.6567,120.2641,86.47,62,100,5.64
410,Hohhot,CN,2021-10-22 06:48:04,40.8106,111.6522,53.89,22,0,4.47
411,Borcea,RO,2021-10-22 06:48:04,44.3333,27.75,56.21,56,27,11.07
412,Sorkjosen,NO,2021-10-22 06:48:05,69.8,20.9333,29.48,80,100,9.17
413,Pospelikha,RU,2021-10-22 06:48:05,51.95,81.7667,44.82,48,100,18.52
414,Adre,TD,2021-10-22 06:48:06,13.4667,22.2,80.71,24,54,19.69
415,Port-Cartier,CA,2021-10-22 06:48:06,50.0334,-66.8654,44.82,92,100,12.82
416,Cartagena,CO,2021-10-22 06:43:19,10.3997,-75.5144,78.42,94,40,2.3
417,Auki,SB,2021-10-22 06:48:07,-8.7676,160.7034,80.92,78,100,1.92
418,Ulladulla,AU,2021-10-22 06:48:08,-35.35,150.4667,77.77,70,5,8.16
419,Ankang,CN,2021-10-22 06:48:09,32.68,109.0172,65.97,43,100,3.11
420,Rundu,NA,2021-10-22 06:48:09,-17.9333,19.7667,78.71,51,3,6.11
421,San Policarpo,PH,2021-10-22 06:48:10,12.1791,125.5072,80.87,85,100,10.6
422,Chifeng,CN,2021-10-22 06:48:10,42.2683,118.9636,52.05,24,0,6.85
423,Cap-Chat,CA,2021-10-22 06:48:11,49.1001,-66.6821,51.8,76,100,6.91
424,Katsuura,JP,2021-10-22 06:48:11,35.1333,140.3,55.51,92,100,17.76
425,Carnarvon,AU,2021-10-22 06:48:12,-24.8667,113.6333,75.27,57,27,24.16
426,Mogzon,RU,2021-10-22 06:48:12,51.7435,111.9606,47.82,33,0,5.86
427,Bud,US,2021-10-22 06:48:13,39.447,-86.1758,51.91,90,100,6.29
428,Oranjemund,NA,2021-10-22 06:48:13,-28.55,16.4333,62.53,62,100,17.38
429,Ishigaki,JP,2021-10-22 06:48:14,24.3448,124.1572,69.93,94,75,24.16
430,Benguela,AO,2021-10-22 06:48:14,-12.5763,13.4055,74.89,78,100,2.66
431,Biltine,TD,2021-10-22 06:48:15,14.5333,20.9167,85.17,20,99,17.65
432,Keetmanshoop,NA,2021-10-22 06:48:15,-26.5833,18.1333,54.52,50,0,10.85
433,Kristiansund,NO,2021-10-22 06:48:16,63.1115,7.732,43.45,81,75,16.11
434,Bubaque,GW,2021-10-22 06:48:16,11.2833,-15.8333,81.88,74,65,3.42
435,Asau,RO,2021-10-22 06:48:17,46.4333,26.4,61.75,65,100,6.85
436,Siilinjarvi,FI,2021-10-22 06:48:17,63.0833,27.6667,39.22,93,90,16.11
437,Kitimat,CA,2021-10-22 06:48:18,54.0524,-128.6534,44.98,28,100,4.76
438,Huitziltepec,MX,2021-10-22 06:48:18,17.8167,-99.4667,61.95,91,100,2.73
439,Gizo,SB,2021-10-22 06:48:19,-8.103,156.8419,78.78,84,100,8.12
440,Minot,US,2021-10-22 06:44:42,48.2325,-101.2963,40.19,75,90,6.91
441,Playa Del Carmen,MX,2021-10-22 06:45:26,20.6274,-87.0799,75.06,91,99,3.38
442,Warri,NG,2021-10-22 06:48:20,5.5167,5.75,75.76,94,100,1.45
443,Xining,CN,2021-10-22 06:48:20,36.6167,101.7667,52.11,50,12,5.03
444,Peterhead,GB,2021-10-22 06:48:21,57.5058,-1.7981,44.11,59,87,28.86
445,Sitka,US,2021-10-22 06:48:21,57.0531,-135.33,53.49,58,20,16.11
446,Pastavy,BY,2021-10-22 06:48:22,55.1168,26.8326,44.94,65,100,24.29
447,Santa Cruz De La Palma,ES,2021-10-22 06:48:22,28.6835,-17.7642,73.54,68,75,14.97
448,Fukue,JP,2021-10-22 06:48:23,32.6881,128.8419,64.76,42,40,14.97
449,Faya,SA,2021-10-22 06:48:23,18.3851,42.4509,68.52,17,81,14.03
450,Coolum Beach,AU,2021-10-22 06:48:23,-26.5333,153.1,76.1,89,22,9.15
451,Vardo,NO,2021-10-22 06:48:24,70.3705,31.1107,33.78,60,75,23.02
452,Puerto Del Rosario,ES,2021-10-22 06:48:24,28.5004,-13.8627,69.55,83,20,6.91
453,Puerto Montt,CL,2021-10-22 06:46:39,-41.4698,-72.9447,45.43,100,75,3.44
454,Kindu,CD,2021-10-22 06:48:25,-2.95,25.95,72.5,92,100,1.54
455,Hailar,CN,2021-10-22 06:48:25,49.2,119.7,44.91,45,0,11.01
456,Batagay-Alyta,RU,2021-10-22 06:48:26,67.8006,130.4114,10.65,97,96,0.83
457,Shitkino,RU,2021-10-22 06:48:26,56.3703,98.3543,51.8,45,87,3.69
458,Samoded,RU,2021-10-22 06:48:27,63.6083,40.5111,36.43,99,100,5.26
459,Kuybysheve,UA,2021-10-22 06:48:27,47.358,36.6491,57.76,63,1,17.16
460,Irbil,IQ,2021-10-22 06:48:28,36.1926,44.0106,71.42,26,0,6.91
461,Grand Gaube,MU,2021-10-22 06:48:28,-20.0064,57.6608,81.0,67,15,5.99
462,Vanimo,PG,2021-10-22 06:48:29,-2.6741,141.3028,81.84,77,96,3.67
463,Sape,BR,2021-10-22 06:48:29,-7.0964,-35.2328,76.37,87,100,3.15
464,Aykhal,RU,2021-10-22 06:48:30,66.0,111.5,29.84,96,100,7.87
465,Alexandria,EG,2021-10-22 06:47:32,31.2156,29.9553,73.36,60,40,12.66
466,Yulara,AU,2021-10-22 06:48:30,-25.2406,130.9889,96.64,9,0,8.05
467,Calabozo,VE,2021-10-22 06:48:31,8.9242,-67.4293,74.55,79,100,5.93
468,Tabou,CI,2021-10-22 06:48:32,4.423,-7.3528,76.68,89,99,5.32
469,Albuquerque,US,2021-10-22 06:47:32,35.0845,-106.6511,59.0,29,1,3.44
470,Newport,GB,2021-10-22 06:48:00,51.5877,-2.9984,52.45,76,22,13.35
471,Tigzirt,DZ,2021-10-22 06:48:33,36.8886,4.1198,68.23,46,1,3.15
472,Arona,ES,2021-10-22 06:48:34,28.0996,-16.681,66.7,75,20,6.91
473,Januaria,BR,2021-10-22 06:44:06,-15.4833,-44.3667,68.77,96,99,3.58
474,Bayir,TR,2021-10-22 06:48:34,37.2687,28.2167,52.32,52,0,3.83
475,Merauke,ID,2021-10-22 06:48:35,-8.4667,140.3333,84.38,71,93,14.74
476,Kenai,US,2021-10-22 06:48:36,60.5544,-151.2583,40.14,93,90,10.36
477,Port Macquarie,AU,2021-10-22 06:47:36,-31.4333,152.9167,72.9,74,43,6.31
478,Itoman,JP,2021-10-22 06:48:36,26.1247,127.6694,75.22,59,75,26.46
479,Kijini,TZ,2021-10-22 06:48:37,-5.85,39.3167,78.53,59,76,6.38
480,Oneonta,US,2021-10-22 06:48:11,42.4529,-75.0638,60.3,89,95,1.99
481,Praia,CV,2021-10-22 06:48:37,14.9215,-23.5087,79.34,65,0,13.8
482,Tucumcari,US,2021-10-22 06:45:24,35.1717,-103.725,48.04,49,1,10.36
483,Kenora,CA,2021-10-22 06:45:11,49.8167,-94.4337,35.58,93,40,2.3
484,Haines Junction,CA,2021-10-22 06:48:38,60.7522,-137.5108,31.95,86,100,1.14
485,Mecca,SA,2021-10-22 06:44:25,21.4267,39.8261,94.46,17,6,3.02
486,Ambilobe,MG,2021-10-22 06:48:40,-13.2,49.05,92.32,40,100,4.92
487,Birao,CF,2021-10-22 06:48:40,10.2849,22.7882,81.19,64,22,5.01
488,Sabaudia,IT,2021-10-22 06:48:41,41.3003,13.0282,69.15,95,100,12.39
489,Gobardanga,IN,2021-10-22 06:48:41,22.8747,88.7586,91.31,46,0,2.3
490,Yumen,CN,2021-10-22 06:48:42,40.2833,97.2,58.78,15,100,15.99
491,Denpasar,ID,2021-10-22 06:47:21,-8.65,115.2167,87.46,66,40,8.05
492,Gobabis,NA,2021-10-22 06:48:42,-22.45,18.9667,69.08,18,0,12.24
493,Corrente,BR,2021-10-22 06:48:43,-3.7367,-43.3394,72.84,95,100,1.88
494,Fort-Shevchenko,KZ,2021-10-22 06:48:43,44.5086,50.263,59.94,79,0,24.23
495,Tonj,SS,2021-10-22 06:48:44,7.2737,28.6822,82.45,61,28,5.79
496,Sharjah,AE,2021-10-22 06:48:44,25.3573,55.4033,89.94,53,0,6.91
497,Kandi,BJ,2021-10-22 06:48:45,11.1342,2.9386,79.12,69,97,4.32
498,Zhezkazgan,KZ,2021-10-22 06:48:45,47.8043,67.7144,36.61,67,100,22.53
499,Alappuzha,IN,2021-10-22 06:48:46,9.49,76.3264,82.98,75,82,4.61
500,Pinyug,RU,2021-10-22 06:48:46,60.251,47.7842,48.36,94,100,13.0
501,Kiunga,PG,2021-10-22 06:48:47,-6.1219,141.2906,90.07,53,61,4.59
502,Caravelas,BR,2021-10-22 06:48:48,-17.7125,-39.2481,71.96,90,100,7.07
503,Vidim,RU,2021-10-22 06:48:48,56.4088,103.1106,47.62,49,17,5.99
504,Catamarca,AR,2021-10-22 06:48:48,-28.4696,-65.7852,68.58,37,0,14.27
505,Gunjur,GM,2021-10-22 06:48:49,13.2019,-16.7339,73.47,94,40,0.0
506,Pacific Grove,US,2021-10-22 06:48:49,36.6177,-121.9166,62.29,93,75,1.99
507,Arlit,NE,2021-10-22 06:48:50,18.7369,7.3853,86.83,14,0,7.78
508,Beringovskiy,RU,2021-10-22 06:48:50,63.05,179.3167,18.23,92,100,16.15
509,Lavrentiya,RU,2021-10-22 06:48:51,65.5833,-171.0,23.7,84,100,9.01
510,Sept-Iles,CA,2021-10-22 06:48:51,50.2001,-66.3821,45.12,96,90,7.0
511,North Bend,US,2021-10-22 06:48:52,43.4065,-124.2243,53.94,100,90,12.66
512,Mercedes,AR,2021-10-22 06:48:52,-34.6515,-59.4307,65.86,70,49,11.12
513,Oulainen,FI,2021-10-22 06:48:52,64.2667,24.8,36.27,90,100,13.35
514,Clarence Town,AU,2021-10-22 06:48:53,-32.5833,151.7833,72.61,69,10,7.54
515,Emerald,AU,2021-10-22 06:48:54,-23.5333,148.1667,96.35,23,40,19.57
516,Saint Anthony,US,2021-10-22 06:48:54,45.0205,-93.218,38.35,83,1,0.0
517,Kropotkin,RU,2021-10-22 06:48:54,45.4375,40.5756,58.96,41,6,4.88
518,Bairiki,KI,2021-10-22 06:48:55,1.3292,172.9752,84.2,70,75,10.36
519,Honiara,SB,2021-10-22 06:48:56,-9.4333,159.95,81.1,80,100,1.79
520,Sinnamary,GF,2021-10-22 06:48:56,5.3833,-52.95,78.89,85,100,8.9
521,Shahr-E Kord,IR,2021-10-22 06:48:57,32.3256,50.8644,55.17,38,20,4.61
522,Ust-Nera,RU,2021-10-22 06:48:57,64.5667,143.2,7.54,96,100,4.41
523,Vyara,IN,2021-10-22 06:48:58,21.1167,73.4,90.39,45,27,1.99
524,Komsomolskiy,UZ,2021-10-22 06:48:58,40.4272,71.7189,51.15,46,100,18.41
525,The Valley,AI,2021-10-22 06:48:58,18.217,-63.0578,82.26,64,6,20.18
526,Quattro Castella,IT,2021-10-22 06:48:59,44.635,10.4743,60.28,88,28,1.9
527,Varberg,SE,2021-10-22 06:48:59,57.1056,12.2508,48.06,60,96,19.84
528,Bariadi,TZ,2021-10-22 06:49:00,-2.8,33.9833,78.67,43,68,7.38
529,Robertsport,LR,2021-10-22 06:49:01,6.7533,-11.3686,78.44,83,100,2.66
530,Tautira,PF,2021-10-22 06:49:01,-17.7333,-149.15,77.02,81,60,12.8
531,Kailua,US,2021-10-22 06:49:02,21.4022,-157.7394,77.02,74,90,8.05
532,Ust-Kulom,RU,2021-10-22 06:49:03,61.6864,53.6902,41.29,99,100,5.84
533,Dharchula,IN,2021-10-22 06:49:03,29.85,80.5333,76.15,61,13,6.71
534,Durant,US,2021-10-22 06:45:11,33.994,-96.3708,61.52,66,1,0.0
535,Villazon,BO,2021-10-22 06:49:04,-22.0866,-65.5942,42.78,73,1,1.1
536,Celestun,MX,2021-10-22 06:49:04,20.8667,-90.4,75.43,87,98,7.56
537,Dali,CN,2021-10-22 06:49:05,25.7,100.1833,54.66,95,100,4.36
538,Porterville,US,2021-10-22 06:49:05,36.0652,-119.0168,59.59,58,1,8.05
539,Port Hardy,CA,2021-10-22 06:45:11,50.6996,-127.4199,53.6,87,90,18.41
540,Marsa Matruh,EG,2021-10-22 06:49:06,31.3525,27.2453,68.2,64,40,6.91
541,Qasigiannguit,GL,2021-10-22 06:49:06,68.8193,-51.1922,26.85,91,24,5.99
542,Acapulco,MX,2021-10-22 06:49:07,16.8634,-99.8901,78.3,85,87,3.11
543,Dillon,US,2021-10-22 06:49:07,34.4166,-79.3712,69.37,81,95,11.36
544,Akure,NG,2021-10-22 06:49:08,7.2526,5.1931,73.24,95,93,2.04
545,Bay City,US,2021-10-22 06:48:00,43.5945,-83.8889,43.95,82,1,8.05
546,Benghazi,LY,2021-10-22 06:49:09,32.1167,20.0667,70.16,57,97,10.51
547,Seydi,TM,2021-10-22 06:49:09,39.4816,62.9137,51.37,29,22,2.1
548,Gremyachinsk,RU,2021-10-22 06:49:10,58.5603,57.851,37.6,99,100,6.24
549,Kibala,TD,2021-10-22 06:49:10,9.1104,18.3463,76.95,83,0,0.0
550,Kruisfontein,ZA,2021-10-22 06:49:11,-34.0033,24.7314,64.89,79,100,20.31
551,Najran,SA,2021-10-22 06:49:11,17.4924,44.1277,79.45,22,100,15.57
552,Dothan,US,2021-10-22 06:45:26,31.2232,-85.3905,68.97,97,1,1.01
553,Marawi,PH,2021-10-22 06:49:12,7.9986,124.2928,73.65,80,69,5.06
554,Lerwick,GB,2021-10-22 06:49:13,60.1545,-1.1494,42.8,61,64,26.35
555,Aleksandrovsk-Sakhalinskiy,RU,2021-10-22 06:49:13,50.8975,142.1561,33.49,79,26,3.76
556,French Harbor,HN,2021-10-22 06:49:14,16.35,-86.4333,80.6,99,40,1.01
557,Aktash,RU,2021-10-22 06:49:14,50.3,87.7333,39.07,48,100,5.06
558,Puerto Cabezas,NI,2021-10-22 06:49:15,14.0351,-83.3888,77.68,89,85,3.36
559,Ust-Kalmanka,RU,2021-10-22 06:49:15,52.1207,83.305,41.86,74,100,15.99
560,Ilo,PE,2021-10-22 06:49:16,-17.6394,-71.3375,59.85,85,52,6.67
561,Chatrapur,IN,2021-10-22 06:49:16,19.35,84.9833,87.1,58,100,3.67
562,Maniitsoq,GL,2021-10-22 06:49:17,65.4167,-52.9,30.09,57,1,11.21
563,Abha,SA,2021-10-22 06:49:17,18.2164,42.5053,68.25,21,0,5.75
564,Theunissen,ZA,2021-10-22 06:49:18,-28.411,26.7011,64.06,62,100,24.47
565,Kaohsiung,TW,2021-10-22 06:45:58,22.6163,120.3133,85.03,67,75,1.99
566,Ravar,IR,2021-10-22 06:49:19,31.2656,56.8055,64.65,28,0,9.22
567,Nouakchott,MR,2021-10-22 06:49:19,18.0858,-15.9785,69.73,32,12,11.86
